SK_ID_CURR,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_PHONE,EXT_SOURCE_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_7,AMT_BALANCE,MONTHS_BALANCE,AMT_CREDIT_LIMIT_ACTUAL,AMT_DRAWINGS_CURRENT,Forest_PROBA,Forest_PRED,Solvable,Non Solvable,TARGET
100217,180000.0,254700.0,25321.5,225000.0,-13620,-1403,0,0.39143594690346734,1,0,193718.80687499998,-9.5,11520000,294870.87,0.6324942252074414,0,0.6324942252074414,0.36750577479255864,0
100218,337500.0,876078.0,49050.0,765000.0,-13210,-225,0,0.7494092451416423,0,0,680653.6823076922,-7.0,9360000,868307.1300000001,0.6699105763831281,0,0.6699105763831281,0.3300894236168719,0
100220,225000.0,1040985.0,30568.5,909000.0,-14823,-185,0,0.6263387445759298,1,0,93871.09267605633,-37.0,11160000,247950.0,0.6673584340900167,0,0.6673584340900167,0.3326415659099833,0
100221,225000.0,684054.0,77494.5,630000.0,-23656,-11883,1,0.5924589685675292,1,0,61593.643636363646,-7.0,1035000,90000.0,0.6580554070733973,0,0.6580554070733973,0.34194459292660273,0
100224,225000.0,1256400.0,36864.0,900000.0,-14091,-5664,0,0.5986321123746743,1,0,11628.116526315787,-49.0,6142500,85500.0,0.6632958797538369,0,0.6632958797538369,0.33670412024616314,0
100226,112500.0,270000.0,13500.0,270000.0,-13584,-680,0,0.6365722494978974,0,0,0.0,-4.0,2250000,0.0,0.6699105763831281,0,0.6699105763831281,0.3300894236168719,0
100228,121500.0,1102500.0,32364.0,1102500.0,-13957,-410,1,0.4088706121454352,1,0,20461.0490625,-48.5,5760000,70200.0,0.6404385135833434,0,0.6404385135833434,0.35956148641665664,0
100229,157500.0,544491.0,16047.0,454500.0,-17947,-5025,0,0.6410123825293345,1,0,0.0,-3.0,202500,0.0,0.6673584340900167,0,0.6673584340900167,0.3326415659099833,0
100231,108000.0,912240.0,30276.0,787500.0,-17850,-2899,0,0.4973012633185316,0,0,0.0,-2.0,742500,0.0,0.6414297197154761,0,0.6414297197154761,0.35857028028452387,0
100233,216000.0,679671.0,28926.0,607500.0,-18341,-701,0,0.20158368228640064,1,0,0.0,-3.0,1035000,0.0,0.5726350800594572,0,0.5726350800594572,0.4273649199405428,0
100235,135000.0,364896.0,19926.0,315000.0,-15887,-468,0,0.505288174383516,1,0,92796.39,-5.0,1035000,148500.0,0.640314397962558,0,0.640314397962558,0.35968560203744204,0
100239,225000.0,1483231.5,51687.0,1354500.0,-20191,-1699,0,0.7573276838423868,1,0,0.0,-5.5,1980000,0.0,0.6673584340900167,0,0.6673584340900167,0.3326415659099833,0
100250,72000.0,90000.0,6529.5,90000.0,-11259,-164,0,0.2954329912505275,1,0,0.0,-4.5,720000,0.0,0.5813408476618409,0,0.5813408476618409,0.4186591523381591,0
100254,292500.0,1078200.0,34911.0,900000.0,-21646,-2127,1,0.7504426912158406,1,0,0.0,-49.0,2227500,0.0,0.667870599627701,0,0.667870599627701,0.332129400372299,0
100258,135000.0,81000.0,9135.0,81000.0,-16273,-1605,0,0.23386489477605016,1,0,0.0,-7.0,1305000,0.0,0.5743494720206798,0,0.5743494720206798,0.42565052797932024,0
100259,180000.0,427500.0,21955.5,427500.0,-20672,365243,0,0.37916204131473,1,0,36439.33666666666,-9.814814814814815,6997500,462168.765,0.626651526638995,0,0.626651526638995,0.37334847336100496,0
100260,180000.0,180000.0,20488.5,180000.0,-10038,-1746,0,0.7057703891585944,1,0,10497.71765060241,-43.0,11700000,200250.0,0.6673584340900167,0,0.6673584340900167,0.3326415659099833,0
100266,157500.0,1256400.0,36864.0,900000.0,-18810,-995,0,0.6958165307388609,1,0,191103.28961538465,-21.0,10080000,436950.0,0.6673584340900167,0,0.6673584340900167,0.3326415659099833,0
100267,225000.0,675000.0,17937.0,675000.0,-13685,-3281,1,0.6815374524920329,1,0,3579.7290594059405,-46.24752475247525,6075000,343958.715,0.667870599627701,0,0.667870599627701,0.332129400372299,0
100273,157500.0,1710000.0,66262.5,1710000.0,-23127,-9274,0,0.12633206269157227,0,0,70582.27891304345,-46.5,8122500,672570.0,0.5533966296181208,0,0.5533966296181208,0.44660337038187925,1
100274,308250.0,1305000.0,38281.5,1305000.0,-15612,-1106,1,0.6984528683753916,0,0,0.0,-14.0,7605000,0.0,0.6704227419208124,0,0.6704227419208124,0.3295772580791876,0
100284,180000.0,675000.0,29862.0,675000.0,-14445,-3218,1,0.32826899677367577,1,0,9632.536499999998,-15.5,13500000,292089.32999999996,0.5801806814632868,0,0.5801806814632868,0.41981931853671317,0
100290,135000.0,224136.0,17707.5,198000.0,-14726,-142,0,0.2587283392986726,1,0,117390.8347826087,-12.0,8100000,782015.6699999999,0.5772601777921708,0,0.5772601777921708,0.42273982220782924,0
100293,202500.0,1271281.5,65956.5,1201500.0,-14247,-2993,0,0.495546481404605,1,0,0.0,-5.0,945000,0.0,0.640314397962558,0,0.640314397962558,0.35968560203744204,0
100296,225000.0,223884.0,24241.5,202500.0,-17186,-1116,0,0.7117915010199288,0,0,128773.33714285714,-4.0,945000,138231.0,0.6699105763831281,0,0.6699105763831281,0.3300894236168719,0
100298,270000.0,473760.0,48676.5,450000.0,-16223,-3077,0,0.4923105677275208,1,0,358866.87899999996,-16.5,13500000,562500.0,0.640314397962558,0,0.640314397962558,0.35968560203744204,0
100299,112500.0,540000.0,27000.0,540000.0,-19045,-11916,0,0.7047612832459343,0,0,0.0,-9.5,6300000,0.0,0.6699105763831281,0,0.6699105763831281,0.3300894236168719,0
100302,180000.0,187704.0,9256.5,148500.0,-9105,-482,0,0.4794306372473876,1,0,155272.869,-10.5,3600000,539547.66,0.6380601340877434,0,0.6380601340877434,0.3619398659122566,0
100303,292500.0,254700.0,15709.5,225000.0,-24006,365243,0,0.28249037158925183,0,0,503951.2150000001,-5.0,6885000,850170.375,0.5814517252024465,0,0.5814517252024465,0.4185482747975535,0
100307,225000.0,451804.5,35824.5,369000.0,-16546,-1480,0,0.6803211845067775,0,0,21848.635271739127,-46.5,6210000,314100.0,0.6699105763831281,0,0.6699105763831281,0.3300894236168719,0
100309,157500.0,263686.5,15268.5,238500.0,-16098,-3131,0,0.33416881392582193,1,0,0.0,-5.0,855000,0.0,0.5928624938873606,0,0.5928624938873606,0.40713750611263944,0
100316,67500.0,622413.0,26500.5,495000.0,-15076,-4917,1,0.5759247800821108,1,0,21034.346294117644,-43.0,5737500,229905.0,0.6514623500319517,0,0.6514623500319517,0.34853764996804826,0
100317,180000.0,630000.0,30438.0,630000.0,-17013,-7426,0,0.7081668419696704,1,0,407970.48558139533,-22.0,18360000,732000.3300000001,0.6673584340900167,0,0.6673584340900167,0.3326415659099833,0
100321,270000.0,521280.0,31500.0,450000.0,-13534,-1420,0,0.6336075825314255,1,0,73546.06049999999,-5.5,1800000,540000.0,0.6673584340900167,0,0.6673584340900167,0.3326415659099833,0
100327,180000.0,407727.0,32341.5,333000.0,-20317,-2334,0,0.3952451550026659,1,0,105309.84046875,-48.5,16740000,528569.55,0.6437361702438456,0,0.6437361702438456,0.35626382975615445,0
100329,135000.0,247275.0,17716.5,225000.0,-19997,-645,1,0.08131072699755099,1,0,49740.83181818182,-44.5,7312500,337500.0,0.5403860875997412,0,0.5403860875997412,0.45961391240025884,0
100336,157500.0,497520.0,28692.0,450000.0,-13989,-1350,1,0.6290421096825476,1,0,278790.2445,-16.5,10867500,591750.0,0.667870599627701,0,0.667870599627701,0.332129400372299,1
100338,270000.0,630000.0,23274.0,630000.0,-21292,-1491,1,0.7548313411309313,1,0,85033.62562499999,-12.5,4500000,320636.655,0.667870599627701,0,0.667870599627701,0.332129400372299,0
100339,166500.0,495000.0,24750.0,495000.0,-21535,-2828,0,0.7666154651803404,0,0,131001.73449999999,-45.5,12127500,255283.785,0.6699105763831281,0,0.6699105763831281,0.3300894236168719,0
100340,202500.0,787131.0,44082.0,679500.0,-13080,-3429,0,0.2619665407674808,1,0,57202.47328125001,-48.5,10800000,549000.0,0.5772601777921708,0,0.5772601777921708,0.42273982220782924,0
100343,315000.0,90000.0,4504.5,90000.0,-10935,-422,1,0.5819802398826008,0,0,0.0,-9.0,2295000,0.0,0.6583175234973979,0,0.6583175234973979,0.3416824765026021,0
100345,157500.0,450000.0,17095.5,450000.0,-21154,-951,0,0.5215499611050477,0,0,91535.649,-8.0,3015000,264600.0,0.6453105296524637,0,0.6453105296524637,0.3546894703475363,0
100346,180000.0,582804.0,25803.0,463500.0,-17674,-6788,1,0.6177377757065927,1,0,0.0,-23.0,11655000,0.0,0.6638080452915212,0,0.6638080452915212,0.33619195470847885,0
100347,81000.0,640080.0,23121.0,450000.0,-21419,365243,0,0.5313407216958058,1,0,8123.844374999999,-40.5,2295000,135000.0,0.6441952078995457,0,0.6441952078995457,0.35580479210045435,0
100350,112500.0,481495.5,31833.0,454500.0,-22759,365243,1,0.501308468594292,1,0,54828.0288202247,-45.0,6007500,332550.0,0.6408265635002421,0,0.6408265635002421,0.35917343649975786,0
100351,69750.0,675000.0,20596.5,675000.0,-22606,365243,0,0.6664424519552968,0,0,0.0,-11.5,1620000,0.0,0.6699105763831281,0,0.6699105763831281,0.3300894236168719,0
100362,157500.0,807984.0,26833.5,697500.0,-17438,-3668,0,0.6402018177118465,1,0,0.0,-40.5,2340000,0.0,0.6673584340900167,0,0.6673584340900167,0.3326415659099833,0
100364,315000.0,1024290.0,30078.0,855000.0,-17498,-1355,0,0.33175016802953683,1,0,38773.41576923077,-13.5,3060000,489689.45999999996,0.5909152171257054,0,0.5909152171257054,0.4090847828742946,0
100368,166500.0,675000.0,24246.0,675000.0,-11285,-3473,1,0.6895650848141843,0,0,0.0,-47.5,3375000,0.0,0.6704227419208124,0,0.6704227419208124,0.3295772580791876,0
100369,157500.0,528633.0,22527.0,472500.0,-19323,-571,0,0.2714429768279456,1,0,158118.627,-8.0,13500000,411447.285,0.5772601777921708,0,0.5772601777921708,0.42273982220782924,0
100371,450000.0,808650.0,31464.0,675000.0,-14768,-426,1,0.6156753285811992,0,0,0.0,-6.5,1710000,0.0,0.6663601875846327,0,0.6663601875846327,0.33363981241536733,0
100378,247500.0,808650.0,26217.0,675000.0,-15017,-639,0,0.5289658285087285,1,0,50350.065,-6.0,855000,213589.8,0.6441952078995457,0,0.6441952078995457,0.35580479210045435,0
100379,112500.0,942300.0,30528.0,675000.0,-19003,-5136,0,0.5600864986413236,0,0,152747.09999999998,-4.5,1440000,189000.0,0.6490156211197521,0,0.6490156211197521,0.3509843788802479,0
100387,292500.0,1095817.5,43587.0,1008000.0,-13299,-1559,0,0.514818296761671,0,0,135960.705,-6.5,2250000,246635.325,0.6453105296524637,0,0.6453105296524637,0.3546894703475363,0
100393,405000.0,2250000.0,59485.5,2250000.0,-14966,-6158,1,0.6823200671179018,1,0,0.0,-12.0,17100000,0.0,0.667870599627701,0,0.667870599627701,0.332129400372299,0
100394,112500.0,178290.0,11034.0,157500.0,-23721,365243,0,0.6574635771143577,0,0,0.0,-5.0,2835000,0.0,0.6699105763831281,0,0.6699105763831281,0.3300894236168719,0
100395,225000.0,888840.0,32053.5,675000.0,-16719,-687,0,0.7756150234556971,0,0,11033.13609375,-48.5,11790000,223110.0,0.6699105763831281,0,0.6699105763831281,0.3300894236168719,0
100397,144000.0,1417185.0,37512.0,1237500.0,-22767,-2998,1,0.7909698130306837,1,0,21902.870625000007,-48.5,3262500,38789.55,0.667870599627701,0,0.667870599627701,0.332129400372299,0
100403,315000.0,1350000.0,39604.5,1350000.0,-10615,-1496,0,0.32417388485419724,1,0,221426.94375,-4.5,6120000,878513.13,0.5813408476618409,0,0.5813408476618409,0.4186591523381591,0
100406,135000.0,468648.0,34101.0,414000.0,-20846,365243,1,0.16074133880032027,0,0,55000.744772727274,-11.5,3222000,905807.4299999999,0.5598182330076024,0,0.5598182330076024,0.44018176699239764,0
100409,112500.0,454500.0,23337.0,454500.0,-10547,-1897,0,0.5180129725133938,1,0,93150.70363636363,-6.0,990000,109937.7,0.6441952078995457,0,0.6441952078995457,0.35580479210045435,0
100410,180000.0,1258650.0,56277.0,1125000.0,-14239,-4073,1,0.7763107082812815,1,0,116296.16115789475,-49.0,14040000,286510.77,0.667870599627701,0,0.667870599627701,0.332129400372299,0
100414,112500.0,533304.0,27360.0,405000.0,-12360,-4048,0,0.5570077120596583,1,0,25439.04603658536,-42.5,3690000,60750.0,0.6496438335685921,0,0.6496438335685921,0.3503561664314079,0
100417,180000.0,755190.0,36459.0,675000.0,-16129,-879,0,0.3552308172290725,1,0,57758.39732142857,-42.5,9148500,189900.0,0.6255145218640666,0,0.6255145218640666,0.37448547813593336,0
100418,135000.0,521280.0,31500.0,450000.0,-13284,-1765,0,0.7376641513695528,1,0,85042.50328125,-16.5,2767500,165962.43,0.6673584340900167,0,0.6673584340900167,0.3326415659099833,0
100429,180000.0,629325.0,26793.0,562500.0,-15438,-936,0,0.2629952143123565,1,0,38466.286875,-8.5,1440000,306004.5,0.5772601777921708,0,0.5772601777921708,0.42273982220782924,0
100436,112500.0,405000.0,20250.0,405000.0,-19345,-2418,0,0.7318727638257434,0,0,67.303125,-48.5,1822500,6687.0,0.6699105763831281,0,0.6699105763831281,0.3300894236168719,0
100437,67500.0,817560.0,30951.0,675000.0,-21401,365243,0,0.7307512832888281,0,0,0.0,-7.0,1170000,0.0,0.6699105763831281,0,0.6699105763831281,0.3300894236168719,0
100441,135000.0,269550.0,11416.5,225000.0,-20171,365243,0,0.6043820469316155,0,0,30334.62,-3.5,540000,92926.665,0.6658480220469484,0,0.6658480220469484,0.3341519779530516,0
100442,148500.0,805536.0,32076.0,720000.0,-18715,-6991,1,0.7725711165964728,1,0,0.0,-2.0,405000,0.0,0.667870599627701,0,0.667870599627701,0.332129400372299,0
100451,144000.0,446931.0,16978.5,369000.0,-19501,-10988,0,0.6527550633490753,1,0,0.0,-6.5,1080000,0.0,0.6673584340900167,0,0.6673584340900167,0.3326415659099833,0
100452,171000.0,1009566.0,36391.5,904500.0,-18767,-2046,0,0.26651977539251576,1,0,20657.84638554217,-42.0,3735000,104400.0,0.5772601777921708,0,0.5772601777921708,0.42273982220782924,1
100453,247500.0,521280.0,27423.0,450000.0,-12191,-3298,0,0.6364963607704553,1,0,76427.86387500001,-40.5,9180000,316350.0,0.6673584340900167,0,0.6673584340900167,0.3326415659099833,0
100461,252000.0,288873.0,16713.0,238500.0,-15868,-2134,0,0.2620553359511834,1,0,174351.22662162164,-19.0,9765000,1044618.885,0.5772601777921708,0,0.5772601777921708,0.42273982220782924,0
100464,112500.0,345510.0,17640.0,247500.0,-9825,-819,0,0.3611072890083497,1,0,0.0,-13.0,4500000,0.0,0.6255145218640666,0,0.6255145218640666,0.37448547813593336,0
100465,135000.0,545040.0,20677.5,450000.0,-15783,-5452,1,0.603388176696659,1,0,111975.965,-9.5,8100000,474538.63499999995,0.6638080452915212,0,0.6638080452915212,0.33619195470847885,0
100468,112500.0,900000.0,23872.5,900000.0,-18287,365243,0,0.2430409934483329,1,0,95232.53732142856,-15.5,12600000,781146.45,0.5743494720206798,0,0.5743494720206798,0.42565052797932024,0
100478,90000.0,393543.0,20223.0,328500.0,-11935,-5348,0,0.5238795035201189,1,0,6342.327692307692,-7.0,1845000,104230.125,0.6441952078995457,0,0.6441952078995457,0.35580479210045435,0
100482,112500.0,445500.0,16924.5,445500.0,-18579,-890,0,0.30678942738300896,1,0,39132.20250000001,-7.5,1350000,216000.0,0.5813408476618409,0,0.5813408476618409,0.4186591523381591,0
100487,121500.0,630747.0,22783.5,544500.0,-16476,365243,0,0.34341202176124297,0,0,79245.54268656716,-34.0,6030000,532890.0,0.6200414316543504,0,0.6200414316543504,0.37995856834564956,0
100491,193500.0,314100.0,17167.5,225000.0,-12018,-644,0,0.08262712986870968,1,0,231200.345,-9.5,4050000,318937.95,0.5414523933037096,0,0.5414523933037096,0.45854760669629036,0
100493,270000.0,1288350.0,41692.5,1125000.0,-18651,-2593,1,0.6921664110816699,1,0,109079.74874999998,-48.5,17280000,1110150.0,0.667870599627701,0,0.667870599627701,0.332129400372299,0
100502,202500.0,485640.0,41674.5,450000.0,-16121,-3159,0,0.7506146553881062,1,0,0.0,-22.5,5040000,0.0,0.6673584340900167,0,0.6673584340900167,0.3326415659099833,0
100504,157500.0,187704.0,12672.0,148500.0,-18271,-206,1,0.5421769202693426,1,0,48270.249677419364,-47.0,5602500,186307.515,0.645402924363272,0,0.645402924363272,0.35459707563672804,0
100505,225000.0,675000.0,24799.5,675000.0,-17222,-3723,0,0.6434793699778232,1,0,154324.72500000003,-48.5,18990000,702810.0,0.6673584340900167,0,0.6673584340900167,0.3326415659099833,0
100513,180000.0,848745.0,36090.0,675000.0,-18344,-7364,0,0.62507889864914,0,0,27175.442727272726,-7.0,2970000,576940.005,0.6699105763831281,0,0.6699105763831281,0.3300894236168719,0
100514,270000.0,265306.5,28701.0,252000.0,-15187,365243,0,0.5977122880781701,0,0,0.0,-23.5,7560000,0.0,0.6658480220469484,0,0.6658480220469484,0.3341519779530516,0
100515,157500.0,1032093.0,43857.0,922500.0,-17668,-900,1,0.5874918332121367,1,0,8938.347187500009,-48.5,5197500,0.0,0.6572022017444796,0,0.6572022017444796,0.34279779825552037,0
100519,112500.0,625536.0,27684.0,540000.0,-19031,365243,1,0.2735541611244237,1,0,52328.22954545454,-11.5,4500000,208456.2,0.5761938720882023,0,0.5761938720882023,0.4238061279117977,0
100523,225000.0,1096020.0,52857.0,900000.0,-18278,-1808,0,0.4966507266311186,1,0,6278.566263157895,-49.0,1755000,0.0,0.640314397962558,0,0.640314397962558,0.35968560203744204,0
