SK_ID_CURR,Target
101718,0.0
101721,1.0
101725,0.0
101734,0.0
101740,0.0
101744,0.0
101748,0.0
101749,0.0
101751,0.0
101755,0.0
101761,0.0
101763,0.0
101765,0.0
101770,0.0
101773,0.0
101776,0.0
101777,0.0
101779,0.0
101782,0.0
101788,0.0
101790,0.0
101791,0.0
101792,0.0
101811,0.0
101813,0.0
101815,0.0
101818,0.0
101828,0.0
101831,0.0
101836,0.0
101838,0.0
101840,0.0
101841,0.0
101842,1.0
101848,0.0
101852,0.0
101854,0.0
101855,0.0
101856,0.0
101860,0.0
101866,0.0
101868,0.0
101893,0.0
101895,0.0
101898,0.0
101912,0.0
101913,0.0
101915,0.0
101918,0.0
101932,0.0
101937,0.0
101948,0.0
101949,0.0
101955,0.0
101956,0.0
101959,0.0
101960,0.0
101964,0.0
101981,1.0
101985,0.0
101988,1.0
101989,0.0
101991,0.0
101994,0.0
102004,0.0
102006,0.0
102012,0.0
102016,0.0
102021,0.0
102030,0.0
102031,1.0
102032,0.0
102042,0.0
102043,0.0
102044,0.0
102048,0.0
102049,0.0
102055,0.0
102061,0.0
102071,0.0
102082,0.0
102095,0.0
102098,0.0
102101,0.0
102107,0.0
102108,0.0
102110,0.0
102111,0.0
102115,0.0
102118,0.0
102130,0.0
102133,1.0
102135,1.0
102137,0.0
102138,0.0
102139,0.0
102143,0.0
102148,1.0
102149,0.0
102150,0.0
102168,0.0
102175,0.0
102176,0.0
102181,0.0
102182,0.0
102185,0.0
102186,0.0
102187,0.0
102191,0.0
102192,0.0
102196,0.0
102199,0.0
102201,0.0
102202,0.0
102203,0.0
102207,0.0
102210,0.0
102216,0.0
102217,1.0
102219,0.0
102220,0.0
102226,0.0
102241,0.0
102243,0.0
102246,0.0
102254,1.0
102261,0.0
102267,0.0
102291,0.0
102295,0.0
102299,0.0
102302,0.0
102308,0.0
102311,0.0
102312,0.0
102314,0.0
102327,0.0
102328,0.0
102332,0.0
102345,0.0
102353,0.0
102354,0.0
102363,0.0
102366,0.0
102367,0.0
102371,0.0
102372,0.0
102375,0.0
102376,1.0
102377,0.0
102381,0.0
102385,0.0
102394,0.0
102396,0.0
102399,0.0
102401,0.0
102404,0.0
102408,0.0
102410,0.0
102421,0.0
102426,0.0
102430,0.0
102433,0.0
102435,0.0
102437,0.0
102442,0.0
102457,0.0
102462,0.0
102468,0.0
102472,0.0
102474,0.0
102477,0.0
102478,0.0
102491,1.0
102496,0.0
102499,0.0
102502,0.0
102525,0.0
102528,0.0
102540,0.0
102542,0.0
102546,0.0
102547,0.0
102548,0.0
102550,0.0
102551,0.0
102557,0.0
102558,0.0
102559,1.0
102565,0.0
102567,0.0
102573,0.0
102574,1.0
102580,0.0
102585,0.0
102587,0.0
102589,0.0
102593,0.0
102596,0.0
102600,0.0
102604,0.0
102606,0.0
102611,0.0
102615,0.0
102621,0.0
102622,0.0
102624,1.0
102625,0.0
102629,0.0
102630,0.0
102633,0.0
102638,0.0
102639,0.0
102660,0.0
102667,0.0
102674,0.0
102676,0.0
102681,1.0
102685,0.0
102686,0.0
102690,0.0
102695,0.0
102708,0.0
102709,0.0
102710,0.0
102711,0.0
102719,0.0
102727,0.0
102729,0.0
102734,0.0
102737,0.0
102739,0.0
102745,0.0
102746,0.0
102747,0.0
102750,0.0
102753,0.0
102758,0.0
102759,0.0
102760,0.0
102761,0.0
102765,0.0
102773,1.0
102776,0.0
102780,0.0
102782,0.0
102784,0.0
102787,0.0
102791,1.0
102795,1.0
102797,0.0
102798,0.0
102800,0.0
102801,0.0
102809,1.0
102810,0.0
102815,0.0
102820,0.0
102833,0.0
102835,1.0
102841,0.0
102842,0.0
102845,0.0
102848,0.0
102859,0.0
102869,0.0
102872,0.0
102881,0.0
102885,0.0
102888,0.0
102891,1.0
102894,0.0
102896,0.0
102906,0.0
102908,0.0
102909,1.0
102918,0.0
102925,1.0
102926,0.0
102929,0.0
102931,0.0
102934,0.0
102936,0.0
102942,1.0
102944,0.0
102946,0.0
102949,0.0
102950,0.0
102951,0.0
102953,0.0
102954,0.0
102956,0.0
102961,0.0
102962,0.0
102965,0.0
102973,0.0
102974,0.0
102976,0.0
102978,0.0
102981,0.0
102986,0.0
102992,0.0
102993,0.0
103013,0.0
103020,0.0
103022,0.0
103024,0.0
103026,0.0
103032,0.0
103033,0.0
103037,0.0
103042,0.0
103051,0.0
103054,0.0
103055,0.0
103061,0.0
103065,0.0
103068,1.0
103071,0.0
103072,0.0
103073,0.0
103074,0.0
103077,0.0
103080,0.0
103082,0.0
103087,0.0
103103,0.0
103107,0.0
103108,0.0
103115,0.0
103117,0.0
103121,0.0
103123,0.0
103124,0.0
103130,0.0
103133,1.0
103136,0.0
103139,0.0
103142,0.0
103150,0.0
103153,0.0
103163,1.0
103164,0.0
103165,0.0
103166,1.0
103167,0.0
103177,1.0
103180,0.0
103187,1.0
103189,0.0
103190,0.0
103200,0.0
103205,1.0
103207,1.0
103208,0.0
103213,0.0
103214,1.0
103217,1.0
103219,0.0
103224,0.0
103227,0.0
103228,1.0
103237,0.0
103251,0.0
103253,0.0
103255,0.0
103256,0.0
103257,0.0
103260,0.0
103273,0.0
103277,0.0
103282,0.0
103285,0.0
103288,0.0
103295,0.0
103296,1.0
103300,0.0
103310,1.0
103312,0.0
103329,0.0
103333,0.0
103339,0.0
103346,1.0
103347,0.0
103354,0.0
103370,0.0
103378,0.0
103380,1.0
103392,0.0
103396,0.0
103401,0.0
103402,0.0
103406,0.0
103409,0.0
103411,0.0
103412,0.0
103425,0.0
103426,0.0
103427,0.0
103444,0.0
103446,0.0
103447,0.0
103454,1.0
103455,0.0
103457,0.0
103463,0.0
103468,0.0
103477,1.0
103482,0.0
103490,0.0
103492,0.0
103493,0.0
103496,0.0
103497,0.0
103500,1.0
103504,0.0
103512,0.0
103514,0.0
103518,1.0
103522,0.0
103523,0.0
103526,0.0
103527,0.0
103528,0.0
103529,0.0
103533,0.0
103536,0.0
103539,0.0
103540,0.0
103549,0.0
103553,0.0
103554,0.0
103555,1.0
103558,0.0
103563,1.0
103566,0.0
103567,0.0
103576,0.0
103577,0.0
103579,0.0
103582,0.0
103599,0.0
103608,0.0
103610,0.0
103619,0.0
103633,0.0
103634,0.0
103646,0.0
103649,0.0
103653,0.0
103657,0.0
103660,1.0
103661,0.0
103666,0.0
103690,0.0
103691,0.0
103693,0.0
103698,1.0
103704,0.0
103707,0.0
103710,0.0
103711,0.0
103712,0.0
103713,0.0
103718,0.0
103721,0.0
103722,0.0
103724,0.0
103727,0.0
103731,0.0
103734,0.0
103739,1.0
103741,0.0
103742,0.0
103747,0.0
103752,0.0
103756,0.0
103764,0.0
103769,0.0
103770,0.0
103777,0.0
103781,0.0
103786,0.0
103790,0.0
103791,0.0
103795,0.0
103797,0.0
103800,0.0
103801,0.0
103803,0.0
103809,0.0
103815,0.0
103819,0.0
103822,0.0
103825,0.0
103829,0.0
103832,0.0
103836,0.0
103837,0.0
103846,0.0
103852,1.0
103866,0.0
103867,0.0
103868,0.0
103881,0.0
103883,0.0
103884,0.0
103889,1.0
103892,0.0
103893,0.0
103896,0.0
103900,1.0
103910,0.0
103917,1.0
103926,0.0
103928,0.0
103934,0.0
103960,0.0
103961,0.0
103964,1.0
103972,0.0
103976,0.0
103977,1.0
103981,0.0
103991,0.0
103992,0.0
103995,0.0
104011,0.0
104024,0.0
104027,0.0
104036,0.0
104037,1.0
104038,0.0
104041,1.0
104042,0.0
104048,0.0
104049,0.0
104050,0.0
104054,0.0
104056,0.0
104057,1.0
104064,0.0
104082,0.0
104083,0.0
104086,0.0
104091,0.0
104097,0.0
104111,0.0
104112,0.0
104115,0.0
104126,0.0
104128,0.0
104129,0.0
104137,0.0
104153,0.0
104157,1.0
104162,0.0
104176,0.0
104181,0.0
104183,0.0
104192,0.0
104193,0.0
104197,0.0
104201,0.0
104214,0.0
104215,0.0
104217,0.0
104218,0.0
104220,0.0
104222,0.0
104225,0.0
104226,0.0
104233,0.0
104234,0.0
104235,0.0
104236,0.0
104243,0.0
104244,0.0
104248,0.0
104249,0.0
104250,0.0
104252,0.0
104255,0.0
104258,0.0
104276,0.0
104277,0.0
104292,0.0
104300,0.0
104305,0.0
104317,0.0
104329,0.0
104330,0.0
104333,0.0
104339,0.0
104345,0.0
104347,0.0
104348,0.0
104352,0.0
104355,0.0
104356,0.0
104366,0.0
104370,0.0
104374,0.0
104377,0.0
104380,0.0
104387,0.0
104396,0.0
104400,0.0
104403,0.0
104406,0.0
104407,1.0
104415,0.0
104421,0.0
104439,0.0
104441,0.0
104451,0.0
104452,0.0
104453,0.0
104455,0.0
104461,0.0
104463,0.0
104468,0.0
104474,0.0
104476,0.0
104487,0.0
104490,0.0
104505,0.0
104518,0.0
104522,0.0
104523,0.0
104526,0.0
104533,0.0
104535,0.0
104536,0.0
104544,0.0
104545,0.0
104546,0.0
104552,0.0
104556,0.0
104558,1.0
104562,0.0
104565,0.0
104568,0.0
104571,0.0
104572,0.0
104573,0.0
104576,0.0
104582,0.0
104585,0.0
104591,0.0
104592,0.0
104596,0.0
104598,0.0
104607,0.0
104616,0.0
104623,0.0
104626,0.0
104630,0.0
104633,0.0
104644,0.0
104654,0.0
104657,0.0
104665,0.0
104666,0.0
104672,0.0
104675,0.0
104680,0.0
104686,0.0
104687,0.0
104689,0.0
104690,0.0
104693,0.0
104695,0.0
104697,0.0
104698,0.0
104706,0.0
104707,1.0
104716,0.0
104723,0.0
104738,0.0
104750,0.0
104751,0.0
104753,1.0
104755,0.0
104760,0.0
104761,0.0
104765,0.0
104775,0.0
104777,1.0
104792,0.0
104796,0.0
104804,0.0
104809,0.0
104811,0.0
104812,0.0
104816,0.0
104823,0.0
104827,1.0
104836,0.0
104844,1.0
104845,0.0
104846,0.0
104849,0.0
104852,1.0
104858,0.0
104862,0.0
104867,0.0
104873,0.0
104882,0.0
104887,0.0
104897,0.0
104900,0.0
104910,0.0
104914,0.0
104918,1.0
104927,0.0
104928,0.0
104932,0.0
104938,0.0
104941,0.0
104946,0.0
104963,0.0
104966,0.0
104968,0.0
104974,0.0
104980,1.0
104984,0.0
104987,0.0
104996,0.0
105000,0.0
105001,0.0
105003,0.0
105008,0.0
105012,0.0
105014,0.0
105016,0.0
105018,0.0
105023,0.0
105026,0.0
105036,0.0
105043,0.0
105052,0.0
105053,0.0
105054,0.0
105057,0.0
105059,0.0
105061,0.0
105062,0.0
105064,0.0
105065,0.0
105070,0.0
105073,0.0
105075,0.0
105077,0.0
105080,0.0
105084,0.0
105088,0.0
105093,0.0
105097,0.0
105100,0.0
105106,0.0
105107,0.0
105114,0.0
105118,0.0
105120,0.0
105124,0.0
105131,0.0
105133,0.0
105135,0.0
105137,0.0
105141,0.0
105143,0.0
105144,0.0
105150,0.0
105156,0.0
105159,0.0
105171,0.0
105174,0.0
105175,0.0
105178,0.0
105183,0.0
105184,0.0
105188,0.0
105190,0.0
105193,0.0
105200,1.0
105206,0.0
105208,0.0
105209,0.0
105210,0.0
105212,0.0
105215,0.0
105217,0.0
105218,0.0
105220,0.0
105225,0.0
105229,0.0
105232,0.0
105235,0.0
105241,0.0
105251,0.0
105260,0.0
105263,1.0
105268,0.0
105275,0.0
105279,0.0
105280,0.0
105283,0.0
105285,0.0
105286,0.0
105287,0.0
105288,0.0
105295,0.0
105296,0.0
105300,0.0
105316,0.0
105317,0.0
105322,0.0
105325,0.0
105330,0.0
105336,0.0
105337,0.0
105338,0.0
105339,1.0
105341,0.0
105360,0.0
105368,0.0
105372,0.0
105376,0.0
105378,0.0
105389,0.0
105391,0.0
105398,0.0
105406,0.0
105410,1.0
105413,0.0
105419,0.0
105421,0.0
105423,0.0
105426,0.0
105427,0.0
105432,0.0
105433,0.0
105434,0.0
105436,0.0
105439,0.0
105440,0.0
105442,0.0
105450,0.0
105451,0.0
105453,0.0
105457,0.0
105459,0.0
105465,0.0
105475,0.0
105477,0.0
105479,0.0
105489,0.0
105494,0.0
105495,0.0
105496,1.0
105500,0.0
105506,1.0
105509,0.0
105510,0.0
105517,0.0
105519,0.0
105524,0.0
105533,0.0
105536,0.0
105543,0.0
105552,0.0
105556,0.0
105557,0.0
105570,0.0
105575,0.0
105576,0.0
105577,1.0
105581,0.0
105582,0.0
105588,0.0
105590,0.0
105591,0.0
105594,0.0
105600,0.0
105601,0.0
105603,0.0
105609,0.0
105624,0.0
105628,0.0
105631,0.0
105637,0.0
105643,0.0
105644,0.0
105646,1.0
105650,0.0
105654,0.0
105662,1.0
105665,0.0
105668,1.0
105676,0.0
105677,0.0
105681,0.0
105687,0.0
105689,0.0
105690,0.0
105694,0.0
105696,0.0
105697,0.0
105699,0.0
105702,1.0
105710,0.0
105713,1.0
105718,0.0
105719,0.0
105724,0.0
105729,0.0
105731,0.0
105732,0.0
105733,0.0
105746,0.0
105748,0.0
105751,0.0
105755,0.0
105756,0.0
105762,0.0
105771,0.0
105773,0.0
105774,0.0
105778,0.0
105783,0.0
105795,0.0
105796,0.0
105813,0.0
105814,0.0
105818,0.0
105823,0.0
105827,0.0
105831,1.0
105833,0.0
105834,0.0
105838,0.0
105842,0.0
105844,0.0
105846,0.0
105848,0.0
105849,0.0
105851,0.0
105854,0.0
105864,0.0
105874,1.0
105875,0.0
105877,0.0
105878,0.0
105881,0.0
105890,0.0
105896,0.0
105897,0.0
105902,0.0
105905,0.0
105912,1.0
105919,0.0
105924,0.0
105926,0.0
105928,0.0
105929,0.0
105932,0.0
105939,0.0
105941,0.0
105942,0.0
105944,0.0
105947,1.0
105948,0.0
105949,0.0
105950,0.0
105957,0.0
105959,0.0
105961,0.0
105963,0.0
105977,0.0
105987,0.0
105989,0.0
105990,0.0
105992,0.0
106004,0.0
106005,0.0
106006,0.0
106008,0.0
106018,0.0
106034,0.0
106038,0.0
106043,0.0
106045,0.0
106055,0.0
106059,0.0
106064,0.0
106068,0.0
106072,0.0
106078,0.0
106082,0.0
106089,0.0
106095,0.0
106098,0.0
106100,0.0
106104,1.0
106114,0.0
106119,0.0
106120,0.0
106122,1.0
106126,0.0
106127,0.0
106129,0.0
106130,1.0
106131,0.0
106135,0.0
106137,0.0
106139,0.0
106144,0.0
106145,0.0
106146,0.0
106148,0.0
106154,0.0
106158,0.0
106159,0.0
106160,0.0
106168,0.0
106169,0.0
106179,0.0
106180,0.0
106181,0.0
106195,0.0
106207,0.0
106220,0.0
106222,0.0
106229,0.0
106230,0.0
106232,0.0
106233,0.0
106244,0.0
106248,0.0
106250,0.0
106252,0.0
106254,0.0
106260,0.0
106274,0.0
106281,0.0
106283,0.0
106289,0.0
106292,0.0
106305,0.0
106316,0.0
106317,0.0
106322,0.0
106323,0.0
106329,0.0
106331,0.0
106332,0.0
106333,0.0
106336,0.0
106339,0.0
106341,0.0
106357,0.0
106358,1.0
106369,0.0
106374,0.0
106376,0.0
106379,0.0
106381,1.0
106382,0.0
106383,0.0
106384,1.0
106389,0.0
106390,0.0
106394,0.0
106395,0.0
106396,0.0
106406,0.0
106407,0.0
106409,0.0
106414,0.0
106417,0.0
106418,0.0
106419,0.0
106422,0.0
106437,1.0
106443,0.0
106444,0.0
106446,0.0
106447,0.0
106450,0.0
106451,0.0
106456,1.0
106458,0.0
106465,0.0
106466,0.0
106467,1.0
106470,0.0
106471,0.0
106473,0.0
106485,0.0
106487,0.0
106490,0.0
106493,0.0
106501,0.0
106502,1.0
106505,0.0
106507,0.0
106512,0.0
106536,0.0
106543,0.0
106544,1.0
106547,0.0
106548,0.0
106551,0.0
106553,1.0
106554,0.0
106555,0.0
106557,0.0
106563,1.0
106567,0.0
106568,0.0
106569,0.0
106571,0.0
106572,0.0
106573,0.0
106575,0.0
106581,0.0
106586,0.0
106592,0.0
106593,0.0
106595,0.0
106597,0.0
106602,0.0
106604,0.0
106605,0.0
106613,1.0
106614,0.0
106615,0.0
106616,0.0
106617,0.0
106619,0.0
106626,0.0
106633,0.0
106637,0.0
106642,0.0
106649,0.0
106650,0.0
106655,0.0
106657,0.0
106662,0.0
106664,0.0
106665,0.0
106667,0.0
106668,0.0
106670,0.0
106673,0.0
106675,0.0
106676,0.0
106680,1.0
106681,0.0
106682,0.0
106689,0.0
106703,0.0
106704,0.0
106705,0.0
106707,0.0
106719,0.0
106723,1.0
106727,0.0
106732,0.0
106734,1.0
106736,0.0
106737,0.0
106744,0.0
106753,0.0
106765,0.0
106773,1.0
106777,0.0
106779,0.0
106793,0.0
106799,0.0
106801,0.0
106816,0.0
106819,1.0
106831,1.0
106834,0.0
106838,1.0
106846,0.0
106847,0.0
106867,0.0
106872,0.0
106883,0.0
106887,0.0
106889,0.0
106894,0.0
106898,0.0
106899,0.0
106902,0.0
106903,0.0
106905,0.0
106910,0.0
106913,0.0
106929,0.0
106942,0.0
106946,0.0
106948,0.0
106957,0.0
106958,0.0
106964,0.0
106965,0.0
106968,0.0
106981,0.0
106988,0.0
106989,1.0
106991,0.0
106992,0.0
106993,0.0
106994,1.0
106996,0.0
107000,0.0
107008,1.0
107011,1.0
107014,0.0
107019,0.0
107020,0.0
107031,0.0
107032,0.0
107034,0.0
107038,0.0
107040,0.0
107049,1.0
107050,0.0
107051,0.0
107054,0.0
107056,0.0
107057,0.0
107058,0.0
107060,0.0
107065,0.0
107066,0.0
107067,0.0
107075,0.0
107080,0.0
107088,0.0
107094,0.0
107099,0.0
107101,0.0
107103,0.0
107105,0.0
107108,0.0
107111,0.0
107112,0.0
107115,0.0
107122,0.0
107128,1.0
107135,0.0
107137,0.0
107141,0.0
107151,0.0
107153,0.0
107155,0.0
107157,1.0
107165,1.0
107175,0.0
107176,0.0
107181,0.0
107183,0.0
107190,0.0
107194,0.0
107200,0.0
107205,0.0
107215,0.0
107216,0.0
107217,0.0
107224,0.0
107230,0.0
107233,0.0
107235,0.0
107239,0.0
107241,0.0
107242,0.0
107244,0.0
107252,0.0
107254,0.0
107255,1.0
107258,0.0
107266,0.0
107268,0.0
107269,0.0
107274,0.0
107277,0.0
107287,0.0
107291,0.0
107305,0.0
107308,0.0
107312,0.0
107313,0.0
107315,0.0
107317,0.0
107319,0.0
107320,0.0
107321,1.0
107326,0.0
107327,0.0
107328,1.0
107338,0.0
107339,0.0
107344,0.0
107347,0.0
107348,0.0
107360,0.0
107362,0.0
107366,0.0
107368,0.0
107371,0.0
107375,0.0
107379,0.0
107380,0.0
107386,0.0
107388,0.0
107390,1.0
107398,0.0
107400,0.0
107401,0.0
107403,1.0
107407,0.0
107408,0.0
107415,0.0
107420,0.0
107421,0.0
107443,1.0
107448,0.0
107462,0.0
107465,1.0
107469,0.0
107471,0.0
107472,0.0
107477,0.0
107480,0.0
107481,0.0
107483,0.0
107485,0.0
107495,0.0
107496,0.0
107497,0.0
107505,0.0
107511,0.0
107515,0.0
107516,0.0
107519,0.0
107523,0.0
107524,0.0
107529,0.0
107541,0.0
107543,0.0
107551,0.0
107557,0.0
107565,0.0
107569,0.0
107573,0.0
107574,0.0
107575,0.0
107576,0.0
107577,0.0
107582,0.0
107585,0.0
107593,1.0
107600,0.0
107604,0.0
107605,0.0
107609,0.0
107610,0.0
107613,0.0
107616,0.0
107619,0.0
107624,0.0
107628,0.0
107629,0.0
107630,0.0
107632,0.0
107634,1.0
107648,0.0
107649,0.0
107657,0.0
107671,0.0
107673,0.0
107675,0.0
107687,0.0
107689,0.0
107701,0.0
107706,0.0
107711,0.0
107712,0.0
107713,0.0
107720,0.0
107722,0.0
107732,0.0
107734,0.0
107735,0.0
107737,0.0
107738,0.0
107742,1.0
107745,0.0
107746,0.0
107748,0.0
107757,0.0
107760,0.0
107766,0.0
107767,0.0
107769,0.0
107774,1.0
107776,0.0
107777,0.0
107787,0.0
107792,0.0
107795,0.0
107800,0.0
107803,0.0
107805,0.0
107808,0.0
107821,0.0
107823,0.0
107824,0.0
107825,0.0
107828,0.0
107833,0.0
107846,0.0
107848,0.0
107852,0.0
107854,0.0
107859,0.0
107860,0.0
107868,0.0
107876,0.0
107879,0.0
107882,0.0
107883,0.0
107885,0.0
107887,0.0
107888,0.0
107893,0.0
107894,0.0
107896,0.0
107903,0.0
107906,0.0
107912,0.0
107914,0.0
107915,0.0
107917,1.0
107919,0.0
107923,0.0
107926,0.0
107929,0.0
107935,0.0
107936,0.0
107941,0.0
107943,0.0
107952,0.0
107954,0.0
107959,0.0
107960,0.0
107966,0.0
107968,1.0
107971,0.0
107975,0.0
107976,0.0
107984,0.0
107986,0.0
107988,0.0
107991,0.0
107996,0.0
107997,0.0
108002,0.0
108004,0.0
108019,0.0
108022,0.0
108025,0.0
108028,0.0
108030,0.0
108032,0.0
108044,0.0
108046,1.0
108049,0.0
108062,0.0
108071,0.0
108074,0.0
108078,0.0
108095,0.0
108098,0.0
108101,0.0
108102,0.0
108103,0.0
108107,0.0
108108,0.0
108109,0.0
108115,0.0
108117,1.0
108123,0.0
108125,0.0
108128,0.0
108129,0.0
108134,0.0
108136,0.0
108137,0.0
108140,0.0
108144,0.0
108145,0.0
108148,0.0
108150,1.0
108152,0.0
108156,0.0
108163,0.0
108167,0.0
108169,0.0
108175,0.0
108176,0.0
108178,0.0
108193,0.0
108197,0.0
108199,0.0
108200,0.0
108202,0.0
108208,0.0
108213,0.0
108216,0.0
108232,0.0
108237,0.0
108238,0.0
108239,0.0
108247,0.0
108257,0.0
108262,0.0
108263,0.0
108267,0.0
108269,0.0
108278,0.0
108279,0.0
108281,0.0
108283,0.0
108296,0.0
108306,0.0
108308,0.0
108324,0.0
108330,0.0
108331,0.0
108334,0.0
108336,1.0
108337,0.0
108342,0.0
108345,0.0
108355,0.0
108359,0.0
108361,0.0
108366,0.0
108367,0.0
108370,0.0
